,Código IBGE,UF,MUNICiPIO,CoDIGO_NACIONAL
4078,2604403,PE,CHÃ DE ALEGRIA,81
4079,2604304,PE,CEDRO,87
4080,2604205,PE,CATENDE,81
4081,2604155,PE,CASINHAS,81
4082,2604106,PE,CARUARU,81
4083,2604007,PE,CARPINA,81
4084,2603926,PE,CARNAUBEIRA DA PENHA,87
4085,2603900,PE,CARNAÍBA,87
4086,2603801,PE,CAPOEIRAS,87
4087,2603702,PE,CANHOTINHO,87
4088,2603603,PE,CAMUTANGA,81
4089,2603504,PE,CAMOCIM DE SÃO FÉLIX,81
4090,2603454,PE,CAMARAGIBE,81
4091,2603405,PE,CALUMBI,87
4092,2603306,PE,CALÇADO,87
4093,2603207,PE,CAETÉS,87
4094,2603108,PE,CACHOEIRINHA,81
4095,2603009,PE,CABROBÓ,87
4096,2602902,PE,CABO DE SANTO AGOSTINHO,81
4097,2602803,PE,BUÍQUE,87
4098,2602704,PE,BUENOS AIRES,81
4099,2602605,PE,BREJO DA MADRE DE DEUS,81
4100,2602506,PE,BREJINHO,87
4101,2602407,PE,BREJÃO,87
4102,2602308,PE,BONITO,81
4103,2602209,PE,BOM JARDIM,81
4104,2602100,PE,BOM CONSELHO,87
4105,2602001,PE,BODOCÓ,87
4106,2601904,PE,BEZERROS,81
4107,2601805,PE,BETÂNIA,87
4108,2601706,PE,BELO JARDIM,81
4109,2601607,PE,BELÉM DE SÃO FRANCISCO,87
4110,2601508,PE,BELÉM DE MARIA,81
4111,2601409,PE,BARREIROS,81
4112,2601300,PE,BARRA DE GUABIRABA,81
4113,2601201,PE,ARCOVERDE,87
4114,2601102,PE,ARARIPINA,87
4115,2601052,PE,ARAÇOIABA,81
4116,2601003,PE,ANGELIM,87
4117,2600906,PE,AMARAJI,81
4118,2600807,PE,ALTINHO,81
4119,2600708,PE,ALIANÇA,81
4120,2600609,PE,ALAGOINHA,87
4121,2600500,PE,ÁGUAS BELAS,87
4122,2600401,PE,ÁGUA PRETA,81
4123,2600302,PE,AGRESTINA,81
4124,2600203,PE,AFRÂNIO,87
4125,2600104,PE,AFOGADOS DA INGAZEIRA,87
4126,2600054,PE,ABREU E LIMA,81
4127,2517407,PB,ZABELÊ,83
4128,2517209,PB,VIEIRÓPOLIS,83
4129,2517100,PB,VÁRZEA,83
4130,2517001,PB,UMBUZEIRO,83
4131,2516904,PB,UIRAÚNA,83
4132,2516805,PB,TRIUNFO,83
4133,2516755,PB,TENÓRIO,83
4134,2516706,PB,TEIXEIRA,83
4135,2516607,PB,TAVARES,83
4136,2516508,PB,TAPEROÁ,83
4137,2516300,PB,SUMÉ,83
4138,2516201,PB,SOUSA,83
4139,2516151,PB,SOSSÊGO,83
4140,2516102,PB,SOLEDADE,83
4141,2516003,PB,SOLÂNEA,83
4142,2515971,PB,SOBRADO,83
4143,2515930,PB,SERTÃOZINHO,83
4144,2515906,PB,SERRARIA,83
4145,2515807,PB,SERRA REDONDA,83
4146,2515708,PB,SERRA GRANDE,83
4147,2515609,PB,SERRA DA RAIZ,83
4148,2515500,PB,SERRA BRANCA,83
4149,2515302,PB,SAPÉ,83
4150,2515203,PB,SÃO SEBASTIÃO DO UMBUZEIRO,83
4151,2515104,PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,83
4152,2515005,PB,SÃO MIGUEL DE TAIPU,83
4153,2514909,PB,SÃO MAMEDE,83
4154,2514800,PB,SÃO JOSÉ DOS CORDEIROS,83
4155,2514701,PB,SÃO JOSÉ DO SABUGI,83
4156,2514651,PB,SÃO JOSÉ DO BREJO DO CRUZ,83
4157,2514602,PB,SÃO JOSÉ DO BONFIM,83
4158,2514552,PB,SÃO JOSÉ DE PRINCESA,83
4159,2514503,PB,SÃO JOSÉ DE PIRANHAS,83
4160,2514453,PB,SÃO JOSÉ DOS RAMOS,83
4161,2514404,PB,SÃO JOSÉ DE ESPINHARAS,83
4162,2514305,PB,SÃO JOSÉ DE CAIANA,83
4163,2514206,PB,SÃO JOSÉ DA LAGOA TAPADA,83
4164,2514107,PB,SÃO JOÃO DO TIGRE,83
4165,2514008,PB,SÃO JOÃO DO CARIRI,83
4166,2513984,PB,SÃO FRANCISCO,83
4167,2513943,PB,SÃO DOMINGOS DO CARIRI,83
4168,2513927,PB,SÃO BENTINHO,83
4169,2513901,PB,SÃO BENTO,83
4170,2513851,PB,SANTO ANDRÉ,83
4171,2513802,PB,SANTA TERESINHA,83
4172,2513703,PB,SANTA RITA,83
4173,2513604,PB,SANTANA DOS GARROTES,83
4174,2513505,PB,SANTANA DE MANGUEIRA,83
4175,2513406,PB,SANTA LUZIA,83
4176,2513356,PB,SANTA INÊS,83
4177,2513307,PB,SANTA HELENA,83
4178,2513208,PB,SANTA CRUZ,83
4179,2513109,PB,SALGADO DE SÃO FÉLIX,83
4180,2513000,PB,SALGADINHO,83
4181,2512903,PB,RIO TINTO,83
4182,2512804,PB,RIACHO DOS CAVALOS,83
4183,2512788,PB,RIACHO DE SANTO ANTÔNIO,83
4184,2512762,PB,RIACHÃO DO POÇO,83
4185,2512754,PB,RIACHÃO DO BACAMARTE,83
4186,2512747,PB,RIACHÃO,83
4187,2512705,PB,REMÍGIO,83
4188,2512606,PB,QUIXABÁ,83
4189,2512507,PB,QUEIMADAS,83
4190,2512408,PB,PUXINANÃ,83
4191,2512309,PB,PRINCESA ISABEL,83
4192,2512200,PB,PRATA,83
4193,2512101,PB,POMBAL,83
4194,2512077,PB,POÇO DE JOSÉ DE MOURA,83
4195,2512036,PB,POÇO DANTAS,83
4196,2512002,PB,POCINHOS,83
4197,2511905,PB,PITIMBU,83
4198,2511806,PB,PIRPIRITUBA,83
4199,2511707,PB,PILÕEZINHOS,83
4200,2511608,PB,PILÕES,83
4201,2511509,PB,PILAR,83
4202,2511400,PB,PICUÍ,83
4203,2511301,PB,PIANCÓ,83
4204,2511202,PB,PEDRAS DE FOGO,83
4205,2511103,PB,PEDRA LAVRADA,83
4206,2511004,PB,PEDRA BRANCA,83
4207,2510907,PB,PAULISTA,83
4208,2510808,PB,PATOS,83
4209,2510709,PB,PASSAGEM,83
4210,2510659,PB,PARARI,83
4211,2510600,PB,OURO VELHO,83
4212,2510501,PB,OLIVEDOS,83
4213,2510402,PB,OLHO D'ÁGUA,83
4214,2510303,PB,NOVA PALMEIRA,83
4215,2510204,PB,NOVA OLINDA,83
4216,2510105,PB,NOVA FLORESTA,83
4217,2510006,PB,NAZAREZINHO,83
4218,2509909,PB,NATUBA,83
4219,2509800,PB,MULUNGU,83
4220,2509701,PB,MONTEIRO,83
4221,2509602,PB,MONTE HOREBE,83
4222,2509503,PB,MONTADAS,83
4223,2509404,PB,MOGEIRO,83
4224,2509396,PB,MATURÉIA,83
4225,2509370,PB,MATO GROSSO,83
4226,2509339,PB,MATINHAS,83
4227,2509305,PB,MATARACA,83
4228,2509206,PB,MASSARANDUBA,83
4229,2509156,PB,MARIZÓPOLIS,83
4230,2509107,PB,MARI,83
4231,2509057,PB,MARCAÇÃO,83
4232,2509008,PB,MANAÍRA,83
4233,2508901,PB,MAMANGUAPE,83
4234,2508802,PB,MALTA,83
4235,2508703,PB,MÃE D'ÁGUA,83
4236,2508604,PB,LUCENA,83
4237,2508554,PB,LOGRADOURO,83
4238,2508505,PB,LIVRAMENTO,83
4239,2508406,PB,LASTRO,83
4240,2508307,PB,LAGOA SECA,83
4241,2508208,PB,LAGOA DE DENTRO,83
4242,2508109,PB,LAGOA,83
4243,2508000,PB,JURU,83
4244,2507903,PB,JURIPIRANGA,83
4245,2507804,PB,JUNCO DO SERIDÓ,83
4246,2507705,PB,JUAZEIRINHO,83
4247,2507606,PB,JUAREZ TÁVORA,83
4248,2507507,PB,JOÃO PESSOA,83
4249,2507408,PB,JERICÓ,83
4250,2507309,PB,JACARAÚ,83
4251,2507200,PB,ITATUBA,83
4252,2507101,PB,ITAPOROROCA,83
4253,2507002,PB,ITAPORANGA,83
4254,2506905,PB,ITABAIANA,83
4255,2506806,PB,INGÁ,83
4256,2506707,PB,IMACULADA,83
4257,2506608,PB,IBIARA,83
4258,2506509,PB,GURJÃO,83
4259,2506400,PB,GURINHÉM,83
4260,2506301,PB,GUARABIRA,83
4261,2506251,PB,GADO BRAVO,83
4262,2506202,PB,FREI MARTINHO,83
4263,2506103,PB,FAGUNDES,83
4264,2506004,PB,ESPERANÇA,83
4265,2505907,PB,EMAS,83
4266,2505808,PB,DUAS ESTRADAS,83
4267,2505709,PB,DONA INÊS,83
4268,2505600,PB,DIAMANTE,83
4269,2505501,PB,VISTA SERRANA,83
4270,2505402,PB,DESTERRO,83
4271,2505352,PB,DAMIÃO,83
4272,2505303,PB,CURRAL VELHO,83
4273,2505279,PB,CURRAL DE CIMA,83
4274,2505238,PB,CUITÉ DE MAMANGUAPE,83
4275,2505204,PB,CUITEGI,83
4276,2505105,PB,CUITÉ,83
4277,2505006,PB,CUBATI,83
4278,2504900,PB,CRUZ DO ESPÍRITO SANTO,83
4279,2504850,PB,COXIXOLA,83
4280,2504801,PB,COREMAS,83
4281,2504702,PB,CONGO,83
4282,2504603,PB,CONDE,83
4283,2504504,PB,CONDADO,83
4284,2504405,PB,CONCEIÇÃO,83
4285,2504355,PB,CATURITÉ,83
4286,2504306,PB,CATOLÉ DO ROCHA,83
4287,2504207,PB,CATINGUEIRA,83
4288,2504157,PB,CASSERENGUE,83
4289,2504108,PB,CARRAPATEIRA,83
4290,2504074,PB,CARAÚBAS,83
4291,2504033,PB,CAPIM,83
4292,2504009,PB,CAMPINA GRANDE,83
4293,2503902,PB,CAMALAÚ,83
4294,2503803,PB,CALDAS BRANDÃO,83
4295,2503753,PB,CAJAZEIRINHAS,83
4296,2503704,PB,CAJAZEIRAS,83
4297,2503605,PB,CAIÇARA,83
4298,2503555,PB,CACIMBAS,83
4299,2503506,PB,CACIMBA DE DENTRO,83
4300,2503407,PB,CACIMBA DE AREIA,83
4301,2503308,PB,CACHOEIRA DOS ÍNDIOS,83
4302,2503209,PB,CABEDELO,83
4303,2503100,PB,CABACEIRAS,83
4304,2503001,PB,CAAPORÃ,83
4305,2502904,PB,BREJO DOS SANTOS,83
4306,2502805,PB,BREJO DO CRUZ,83
4307,2502706,PB,BORBOREMA,83
4308,2502607,PB,IGARACY,83
4309,2502508,PB,BOQUEIRÃO,83
4310,2502409,PB,BONITO DE SANTA FÉ,83
4311,2502300,PB,BOM SUCESSO,83
4312,2502201,PB,BOM JESUS,83
4313,2502151,PB,BOA VISTA,83
4314,2502102,PB,BOA VENTURA,83
4315,2502052,PB,BERNARDINO BATISTA,83
4316,2502003,PB,BELÉM DO BREJO DO CRUZ,83
4317,2501906,PB,BELÉM,83
4318,2501807,PB,BAYEUX,83
4319,2501708,PB,BARRA DE SÃO MIGUEL,83
4320,2501609,PB,BARRA DE SANTA ROSA,83
4321,2501575,PB,BARRA DE SANTANA,83
4322,2501500,PB,BANANEIRAS,83
4323,2501401,PB,BAÍA DA TRAIÇÃO,83
4324,2501351,PB,ASSUNÇÃO,83
4325,2501302,PB,AROEIRAS,83
4326,2501203,PB,AREIAL,83
4327,2501153,PB,AREIA DE BARAÚNAS,83
4328,2501104,PB,AREIA,83
4329,2501005,PB,ARARUNA,83
4330,2500908,PB,ARARA,83
4331,2500809,PB,ARAÇAGI,83
4332,2500775,PB,APARECIDA,83
4333,2500734,PB,AMPARO,83
4334,2500700,PB,SÃO JOÃO DO RIO DO PEIXE,83
4335,2500601,PB,ALHANDRA,83
4336,2500577,PB,ALGODÃO DE JANDAÍRA,83
4337,2500536,PB,ALCANTIL,83
4338,2500502,PB,ALAGOINHA,83
4339,2500403,PB,ALAGOA NOVA,83
4340,2500304,PB,ALAGOA GRANDE,83
4341,2500205,PB,AGUIAR,83
4342,2500106,PB,ÁGUA BRANCA,83
4343,2414902,RN,VIÇOSA,84
4344,2414803,RN,VERA CRUZ,84
4345,2414753,RN,VENHA-VER,84
4346,2414704,RN,VÁRZEA,84
4347,2414605,RN,UPANEMA,84
4348,2414506,RN,UMARIZAL,84
4349,2414456,RN,TRIUNFO POTIGUAR,84
4350,2414407,RN,TOUROS,84
4351,2414308,RN,TIMBAÚBA DOS BATISTAS,84
4352,2414209,RN,TIBAU DO SUL,84
4353,2414159,RN,TENENTE LAURENTINO CRUZ,84
4354,2414100,RN,TENENTE ANANIAS,84
4355,2414001,RN,TANGARÁ,84
4356,2413904,RN,TAIPU,84
4357,2413805,RN,TABOLEIRO GRANDE,84
4358,2413706,RN,SÍTIO NOVO,84
4359,2413607,RN,SEVERIANO MELO,84
4360,2413557,RN,SERRINHA DOS PINTOS,84
4361,2413508,RN,SERRINHA,84
4362,2413409,RN,SERRA NEGRA DO NORTE,84
4363,2413359,RN,SERRA DO MEL,84
4364,2413300,RN,SERRA DE SÃO BENTO,84
4365,2413201,RN,SENADOR GEORGINO AVELINO,84
4366,2413102,RN,SENADOR ELÓI DE SOUZA,84
4367,2413003,RN,SÃO VICENTE,84
4368,2412906,RN,SÃO TOMÉ,84
4369,2412807,RN,SÃO RAFAEL,84
4370,2412708,RN,SÃO PEDRO,84
4371,2412609,RN,SÃO PAULO DO POTENGI,84
4372,2412500,RN,SÃO MIGUEL,84
4373,2412401,RN,SÃO JOSÉ DO SERIDÓ,84
4374,2412203,RN,SÃO JOSÉ DE MIPIBU,84
4375,2412104,RN,SÃO JOÃO DO SABUGI,84
4376,2412005,RN,SÃO GONÇALO DO AMARANTE,84
4377,2411908,RN,SÃO FRANCISCO DO OESTE,84
4378,2411809,RN,SÃO FERNANDO,84
4379,2411700,RN,SÃO BENTO DO TRAIRÍ,84
4380,2411601,RN,SÃO BENTO DO NORTE,84
4381,2411502,RN,SANTO ANTÔNIO,84
4382,2411429,RN,SANTANA DO SERIDÓ,84
4383,2411403,RN,SANTANA DO MATOS,84
4384,2411205,RN,SANTA CRUZ,84
4385,2411106,RN,RUY BARBOSA,84
4386,2411056,RN,TIBAU,84
4387,2411007,RN,RODOLFO FERNANDES,84
4388,2410900,RN,RIACHUELO,84
4389,2410801,RN,RIACHO DE SANTANA,84
4390,2410702,RN,RIACHO DA CRUZ,84
4391,2410603,RN,RAFAEL GODEIRO,84
4392,2410504,RN,RAFAEL FERNANDES,84
4393,2410405,RN,PUREZA,84
4394,2410306,RN,SERRA CAIADA,84
4395,2410256,RN,PORTO DO MANGUE,84
4396,2410207,RN,PORTALEGRE,84
4397,2410108,RN,POÇO BRANCO,84
4398,2410009,RN,PILÕES,84
4399,2409902,RN,PENDÊNCIAS,84
4400,2409803,RN,PEDRO VELHO,84
4401,2409704,RN,PEDRO AVELINO,84
4402,2409605,RN,PEDRA PRETA,84
4403,2409506,RN,PEDRA GRANDE,84
4404,2409407,RN,PAU DOS FERROS,84
4405,2409332,RN,SANTA MARIA,84
4406,2409209,RN,PASSAGEM,84
4407,2409100,RN,PASSA E FICA,84
4408,2408953,RN,RIO DO FOGO,84
4409,2408904,RN,PARELHAS,84
4410,2408805,RN,PARAZINHO,84
4411,2408607,RN,PARANÁ,84
4412,2408508,RN,OURO BRANCO,84
4413,2408409,RN,OLHO-D'ÁGUA DO BORGES,84
4414,2408300,RN,NOVA CRUZ,84
4415,2408201,RN,NÍSIA FLORESTA,84
4416,2408102,RN,NATAL,84
4417,2408003,RN,MOSSORÓ,84
4418,2407906,RN,MONTE DAS GAMELEIRAS,84
4419,2407807,RN,MONTE ALEGRE,84
4420,2407708,RN,MONTANHAS,84
4421,2407609,RN,MESSIAS TARGINO,84
4422,2407500,RN,MAXARANGUAPE,84
4423,2407401,RN,MARTINS,84
4424,2407302,RN,MARCELINO VIEIRA,84
4425,2407252,RN,MAJOR SALES,84
4426,2407203,RN,MACAU,84
4427,2407104,RN,MACAÍBA,84
4428,2407005,RN,LUÍS GOMES,84
4429,2406908,RN,LUCRÉCIA,84
4430,2406809,RN,LAJES PINTADAS,84
4431,2406700,RN,LAJES,84
4432,2406601,RN,LAGOA SALGADA,84
4433,2406502,RN,LAGOA NOVA,84
4434,2406403,RN,LAGOA DE VELHOS,84
4435,2406304,RN,LAGOA DE PEDRAS,84
4436,2406205,RN,LAGOA D'ANTA,84
4437,2406106,RN,JUCURUTU,84
4438,2406007,RN,JOSÉ DA PENHA,84
4439,2405900,RN,JOÃO DIAS,84
4440,2405801,RN,JOÃO CÂMARA,84
4441,2405702,RN,JARDIM DO SERIDÓ,84
4442,2405603,RN,JARDIM DE PIRANHAS,84
4443,2405504,RN,JARDIM DE ANGICOS,84
4444,2405405,RN,JAPI,84
4445,2405207,RN,JANDUÍS,84
4446,2405108,RN,JANDAÍRA,84
4447,2405009,RN,JAÇANÃ,84
4448,2404903,RN,ITAÚ,84
4449,2404853,RN,ITAJÁ,84
4450,2404804,RN,IPUEIRA,84
4451,2404705,RN,IPANGUAÇU,84
4452,2404606,RN,IELMO MARINHO,84
4453,2404507,RN,GUAMARÉ,84
4454,2404408,RN,GROSSOS,84
4455,2404309,RN,GOVERNADOR DIX-SEPT ROSADO,84
4456,2404200,RN,GOIANINHA,84
4457,2404101,RN,GALINHOS,84
4458,2404002,RN,FRUTUOSO GOMES,84
4459,2403905,RN,FRANCISCO DANTAS,84
4460,2403806,RN,FLORÂNIA,84
4461,2403756,RN,FERNANDO PEDROZA,84
4462,2403707,RN,FELIPE GUERRA,84
4463,2403608,RN,EXTREMOZ,84
4464,2403509,RN,ESPÍRITO SANTO,84
4465,2403400,RN,EQUADOR,84
4466,2403301,RN,ENCANTO,84
4467,2403251,RN,PARNAMIRIM,84
4468,2403202,RN,DOUTOR SEVERIANO,84
4469,2403103,RN,CURRAIS NOVOS,84
4470,2403004,RN,CRUZETA,84
4471,2402907,RN,CORONEL JOÃO PESSOA,84
4472,2402808,RN,CORONEL EZEQUIEL,84
4473,2402709,RN,CERRO CORÁ,84
4474,2402600,RN,CEARÁ-MIRIM,84
4475,2402501,RN,CARNAUBAIS,84
4476,2402402,RN,CARNAÚBA DOS DANTAS,84
4477,2402303,RN,CARAÚBAS,84
4478,2402204,RN,CANGUARETAMA,84
4479,2402105,RN,CAMPO REDONDO,84
4480,2402006,RN,CAICÓ,84
4481,2401909,RN,CAIÇARA DO RIO DO VENTO,84
4482,2401859,RN,CAIÇARA DO NORTE,84
4483,2401800,RN,BREJINHO,84
4484,2401701,RN,BOM JESUS,84
4485,2401651,RN,BODÓ,84
4486,2401602,RN,BENTO FERNANDES,84
4487,2401503,RN,BARCELONA,84
4488,2401453,RN,BARAÚNA,84
4489,2401404,RN,BAÍA FORMOSA,84
4490,2401206,RN,ARÊS,84
4491,2401107,RN,AREIA BRANCA,84
4492,2401008,RN,APODI,84
4493,2400901,RN,ANTÔNIO MARTINS,84
4494,2400802,RN,ANGICOS,84
4495,2400703,RN,ALTO DO RODRIGUES,84
4496,2400604,RN,ALMINO AFONSO,84
4497,2400505,RN,ALEXANDRIA,84
4498,2400406,RN,ÁGUA NOVA,84
4499,2400307,RN,AFONSO BEZERRA,84
4500,2400208,RN,AÇU,84
4501,2400109,RN,ACARI,84
4502,2314102,CE,VIÇOSA DO CEARÁ,88
4503,2314003,CE,VÁRZEA ALEGRE,88
4504,2313955,CE,VARJOTA,88
4505,2313906,CE,URUOCA,88
4506,2313807,CE,URUBURETAMA,85
4507,2313757,CE,UMIRIM,85
4508,2313708,CE,UMARI,88
4509,2313609,CE,UBAJARA,88
4510,2313559,CE,TURURU,85
4511,2313500,CE,TRAIRI,85
4512,2313401,CE,TIANGUÁ,88
4513,2313351,CE,TEJUÇUOCA,85
4514,2313302,CE,TAUÁ,88
4515,2313252,CE,TARRAFAS,88
4516,2313203,CE,TAMBORIL,88
4517,2313104,CE,TABULEIRO DO NORTE,88
4518,2313005,CE,SOLONÓPOLE,88
4519,2312908,CE,SOBRAL,88
4520,2312809,CE,SENADOR SÁ,88
4521,2312700,CE,SENADOR POMPEU,88
4522,2312601,CE,SÃO LUÍS DO CURU,85
4523,2312502,CE,SÃO JOÃO DO JAGUARIBE,88
4524,2312403,CE,SÃO GONÇALO DO AMARANTE,85
4525,2312304,CE,SÃO BENEDITO,88
4526,2312205,CE,SANTA QUITÉRIA,88
4527,2312106,CE,SANTANA DO CARIRI,88
4528,2312007,CE,SANTANA DO ACARAÚ,88
4529,2311959,CE,SALITRE,88
4530,2311900,CE,SABOEIRO,88
4531,2311801,CE,RUSSAS,88
4532,2311702,CE,RERIUTABA,88
4533,2311603,CE,REDENÇÃO,85
4534,2311504,CE,QUIXERÉ,88
4535,2311405,CE,QUIXERAMOBIM,88
4536,2311355,CE,QUIXELÔ,88
4537,2311306,CE,QUIXADÁ,88
4538,2311264,CE,QUITERIANÓPOLIS,88
4539,2311231,CE,POTIRETAMA,88
4540,2311207,CE,POTENGI,88
4541,2311108,CE,PORTEIRAS,88
4542,2311009,CE,PORANGA,88
4543,2310951,CE,PIRES FERREIRA,88
4544,2310902,CE,PIQUET CARNEIRO,88
4545,2310852,CE,PINDORETAMA,85
4546,2310803,CE,PEREIRO,88
4547,2310704,CE,PENTECOSTE,85
4548,2310605,CE,PENAFORTE,88
4549,2310506,CE,PEDRA BRANCA,88
4550,2310407,CE,PARAMOTI,85
4551,2310308,CE,PARAMBU,88
4552,2310258,CE,PARAIPABA,85
4553,2310209,CE,PARACURU,85
4554,2310100,CE,PALMÁCIA,85
4555,2310001,CE,PALHANO,88
4556,2309904,CE,PACUJÁ,88
4557,2309805,CE,PACOTI,85
4558,2309706,CE,PACATUBA,85
4559,2309607,CE,PACAJUS,85
4560,2309508,CE,ORÓS,88
4561,2309458,CE,OCARA,85
4562,2309409,CE,NOVO ORIENTE,88
4563,2309300,CE,NOVA RUSSAS,88
4564,2309201,CE,NOVA OLINDA,88
4565,2309102,CE,MULUNGU,85
4566,2309003,CE,MUCAMBO,88
4567,2308906,CE,MORRINHOS,88
4568,2308807,CE,MORAÚJO,88
4569,2308708,CE,MORADA NOVA,88
4570,2308609,CE,MONSENHOR TABOSA,88
4571,2308500,CE,MOMBAÇA,88
4572,2308401,CE,MISSÃO VELHA,88
4573,2308377,CE,MIRAÍMA,88
4574,2308351,CE,MILHÃ,88
4575,2308302,CE,MILAGRES,88
4576,2308203,CE,MERUOCA,88
4577,2308104,CE,MAURITI,88
4578,2308005,CE,MASSAPÊ,88
4579,2307908,CE,MARTINÓPOLE,88
4580,2307809,CE,MARCO,88
4581,2307700,CE,MARANGUAPE,85
4582,2307650,CE,MARACANAÚ,85
4583,2307635,CE,MADALENA,88
4584,2307601,CE,LIMOEIRO DO NORTE,88
4585,2307502,CE,LAVRAS DA MANGABEIRA,88
4586,2307403,CE,JUCÁS,88
4587,2307304,CE,JUAZEIRO DO NORTE,88
4588,2307254,CE,JIJOCA DE JERICOACOARA,88
4589,2307205,CE,JATI,88
4590,2307106,CE,JARDIM,88
4591,2307007,CE,JAGUARUANA,88
4592,2306900,CE,JAGUARIBE,88
4593,2306801,CE,JAGUARIBARA,88
4594,2306702,CE,JAGUARETAMA,88
4595,2306603,CE,ITATIRA,88
4596,2306553,CE,ITAREMA,88
4597,2306504,CE,ITAPIÚNA,88
4598,2306405,CE,ITAPIPOCA,88
4599,2306256,CE,ITAITINGA,85
4600,2306207,CE,ITAIÇABA,88
4601,2306108,CE,IRAUÇUBA,88
4602,2306009,CE,IRACEMA,88
4603,2305902,CE,IPUEIRAS,88
4604,2305803,CE,IPU,88
4605,2305704,CE,IPAUMIRIM,88
4606,2305654,CE,IPAPORANGA,88
4607,2305605,CE,INDEPENDÊNCIA,88
4608,2305506,CE,IGUATU,88
4609,2305407,CE,ICÓ,88
4610,2305357,CE,ICAPUÍ,88
4611,2305332,CE,IBICUITINGA,88
4612,2305308,CE,IBIAPINA,88
4613,2305266,CE,IBARETAMA,88
4614,2305233,CE,HORIZONTE,85
4615,2305209,CE,HIDROLÂNDIA,88
4616,2305100,CE,GUARAMIRANGA,85
4617,2305001,CE,GUARACIABA DO NORTE,88
4618,2304954,CE,GUAIÚBA,85
4619,2304905,CE,GROAÍRAS,88
4620,2304806,CE,GRANJEIRO,88
4621,2304707,CE,GRANJA,88
4622,2304657,CE,GRAÇA,88
4623,2304608,CE,GENERAL SAMPAIO,85
4624,2304509,CE,FRECHEIRINHA,88
4625,2304459,CE,FORTIM,88
4626,2304400,CE,FORTALEZA,85
4627,2304350,CE,FORQUILHA,88
4628,2304301,CE,FARIAS BRITO,88
4629,2304285,CE,EUSÉBIO,85
4630,2304277,CE,ERERÊ,88
4631,2304269,CE,DEPUTADO IRAPUAN PINHEIRO,88
4632,2304251,CE,CRUZ,88
4633,2304236,CE,CROATÁ,88
4634,2304202,CE,CRATO,88
4635,2304103,CE,CRATEÚS,88
4636,2304004,CE,COREAÚ,88
4637,2303956,CE,CHOROZINHO,85
4638,2303931,CE,CHORÓ,88
4639,2303907,CE,CHAVAL,88
4640,2303808,CE,CEDRO,88
4641,2303709,CE,CAUCAIA,85
4642,2303659,CE,CATUNDA,88
4643,2303600,CE,CATARINA,88
4644,2303501,CE,CASCAVEL,85
4645,2303402,CE,CARNAUBAL,88
4646,2303303,CE,CARIÚS,88
4647,2303204,CE,CARIRIAÇU,88
4648,2303105,CE,CARIRÉ,88
4649,2303006,CE,CARIDADE,85
4650,2302909,CE,CAPISTRANO,85
4651,2302800,CE,CANINDÉ,85
4652,2302701,CE,CAMPOS SALES,88
4653,2302602,CE,CAMOCIM,88
4654,2302503,CE,BREJO SANTO,88
4655,2302404,CE,BOA VIAGEM,88
4656,2302305,CE,BELA CRUZ,88
4657,2302206,CE,BEBERIBE,85
4658,2302107,CE,BATURITÉ,85
4659,2302057,CE,BARROQUINHA,88
4660,2302008,CE,BARRO,88
4661,2301950,CE,BARREIRA,85
4662,2301901,CE,BARBALHA,88
4663,2301851,CE,BANABUIÚ,88
4664,2301802,CE,BAIXIO,88
4665,2301703,CE,AURORA,88
4666,2301604,CE,ASSARÉ,88
4667,2301505,CE,ARNEIROZ,88
4668,2301406,CE,ARATUBA,85
4669,2301307,CE,ARARIPE,88
4670,2301257,CE,ARARENDÁ,88
4671,2301208,CE,ARACOIABA,85
4672,2301109,CE,ARACATI,88
4673,2301000,CE,AQUIRAZ,85
4674,2300903,CE,APUIARÉS,85
4675,2300804,CE,ANTONINA DO NORTE,88
4676,2300754,CE,AMONTADA,88
4677,2300705,CE,ALTO SANTO,88
4678,2300606,CE,ALTANEIRA,88
4679,2300507,CE,ALCÂNTARAS,88
4680,2300408,CE,AIUABA,88
4681,2300309,CE,ACOPIARA,88
4682,2300200,CE,ACARAÚ,88
4683,2300101,CE,ABAIARA,88
4684,2211704,PI,WALL FERRAZ,89
4685,2211605,PI,VILA NOVA DO PIAUÍ,89
4686,2211506,PI,VERA MENDES,89
4687,2211407,PI,VÁRZEA GRANDE,89
4688,2211357,PI,VÁRZEA BRANCA,89
4689,2211308,PI,VALENÇA DO PIAUÍ,89
4690,2211209,PI,URUÇUÍ,89
4691,2211100,PI,UNIÃO,86
4692,2211001,PI,TERESINA,86
4693,2210979,PI,TANQUE DO PIAUÍ,89
4694,2210953,PI,TAMBORIL DO PIAUÍ,89
4695,2210938,PI,SUSSUAPARA,89
4696,2210904,PI,SOCORRO DO PIAUÍ,89
4697,2210805,PI,SIMPLÍCIO MENDES,89
4698,2210706,PI,SIMÕES,89
4699,2210656,PI,SIGEFREDO PACHECO,86
4700,2210631,PI,SEBASTIÃO LEAL,89
4701,2210623,PI,SEBASTIÃO BARROS,89
4702,2210607,PI,SÃO RAIMUNDO NONATO,89
4703,2210508,PI,SÃO PEDRO DO PIAUÍ,86
4704,2210409,PI,SÃO MIGUEL DO TAPUIO,86
4705,2210391,PI,SÃO MIGUEL DO FIDALGO,89
4706,2210383,PI,SÃO MIGUEL DA BAIXA GRANDE,86
