,Código IBGE,UF,MUNICiPIO,CoDIGO_NACIONAL
1614,4107009,PR,CURIÚVA,43
1615,4106902,PR,CURITIBA,41
1616,4106852,PR,CRUZMALTINA,43
1617,4106803,PR,CRUZ MACHADO,42
1618,4106704,PR,CRUZEIRO DO SUL,44
1619,4106605,PR,CRUZEIRO DO OESTE,44
1620,4106571,PR,CRUZEIRO DO IGUAÇU,46
1621,4106555,PR,CORUMBATAÍ DO SUL,44
1622,4106506,PR,CORONEL VIVIDA,46
1623,4106456,PR,CORONEL DOMINGOS SOARES,46
1624,4106407,PR,CORNÉLIO PROCÓPIO,43
1625,4106308,PR,CORBÉLIA,45
1626,4106209,PR,CONTENDA,41
1627,4106100,PR,CONSELHEIRO MAIRINCK,43
1628,4106001,PR,CONGONHINHAS,43
1629,4105904,PR,COLORADO,44
1630,4105805,PR,COLOMBO,41
1631,4105706,PR,CLEVELÂNDIA,46
1632,4105607,PR,CIDADE GAÚCHA,44
1633,4105508,PR,CIANORTE,44
1634,4105409,PR,CHOPINZINHO,46
1635,4105300,PR,CÉU AZUL,45
1636,4105201,PR,CERRO AZUL,41
1637,4105102,PR,CENTENÁRIO DO SUL,43
1638,4105003,PR,CATANDUVAS,45
1639,4104907,PR,CASTRO,42
1640,4104808,PR,CASCAVEL,45
1641,4104709,PR,CARLÓPOLIS,43
1642,4104659,PR,CARAMBEÍ,42
1643,4104600,PR,CAPITÃO LEÔNIDAS MARQUES,45
1644,4104501,PR,CAPANEMA,46
1645,4104451,PR,CANTAGALO,42
1646,4104428,PR,CANDÓI,42
1647,4104402,PR,CÂNDIDO DE ABREU,43
1648,4104303,PR,CAMPO MOURÃO,44
1649,4104253,PR,CAMPO MAGRO,41
1650,4104204,PR,CAMPO LARGO,41
1651,4104105,PR,CAMPO DO TENENTE,41
1652,4104055,PR,CAMPO BONITO,45
1653,4104006,PR,CAMPINA GRANDE DO SUL,41
1654,4103958,PR,CAMPINA DO SIMÃO,42
1655,4103909,PR,CAMPINA DA LAGOA,44
1656,4103800,PR,CAMBIRA,43
1657,4103701,PR,CAMBÉ,43
1658,4103602,PR,CAMBARÁ,43
1659,4103503,PR,CALIFÓRNIA,43
1660,4103479,PR,CAFEZAL DO SUL,44
1661,4103453,PR,CAFELÂNDIA,45
1662,4103404,PR,CAFEARA,43
1663,4103370,PR,BRASILÂNDIA DO SUL,44
1664,4103354,PR,BRAGANEY,45
1665,4103305,PR,BORRAZÓPOLIS,43
1666,4103222,PR,BOM SUCESSO DO SUL,46
1667,4103206,PR,BOM SUCESSO,43
1668,4103156,PR,BOM JESUS DO SUL,46
1669,4103107,PR,BOCAIÚVA DO SUL,41
1670,4103057,PR,BOA VISTA DA APARECIDA,45
1671,4103040,PR,BOA VENTURA DE SÃO ROQUE,42
1672,4103024,PR,BOA ESPERANÇA DO IGUAÇU,46
1673,4103008,PR,BOA ESPERANÇA,44
1674,4102901,PR,BITURUNA,42
1675,4102802,PR,BELA VISTA DO PARAÍSO,43
1676,4102752,PR,BELA VISTA DA CAROBA,46
1677,4102703,PR,BARRA DO JACARÉ,43
1678,4102604,PR,BARRACÃO,49
1679,4102505,PR,BARBOSA FERRAZ,44
1680,4102406,PR,BANDEIRANTES,43
1681,4102307,PR,BALSA NOVA,41
1682,4102208,PR,ATALAIA,44
1683,4102109,PR,ASTORGA,44
1684,4102000,PR,ASSIS CHATEAUBRIAND,44
1685,4101903,PR,ASSAÍ,43
1686,4101853,PR,ARIRANHA DO IVAÍ,43
1687,4101804,PR,ARAUCÁRIA,41
1688,4101705,PR,ARARUNA,44
1689,4101655,PR,ARAPUÃ,43
1690,4101606,PR,ARAPOTI,43
1691,4101507,PR,ARAPONGAS,43
1692,4101408,PR,APUCARANA,43
1693,4101309,PR,ANTÔNIO OLINTO,42
1694,4101200,PR,ANTONINA,41
1695,4101150,PR,ÂNGULO,44
1696,4101101,PR,ANDIRÁ,43
1697,4101051,PR,ANAHY,45
1698,4101002,PR,AMPÉRE,46
1699,4100905,PR,AMAPORÃ,44
1700,4100806,PR,ALVORADA DO SUL,43
1701,4100707,PR,ALTO PIQUIRI,44
1702,4100608,PR,ALTO PARANÁ,44
1703,4100509,PR,ALTÔNIA,44
1704,4100459,PR,ALTAMIRA DO PARANÁ,44
1705,4100400,PR,ALMIRANTE TAMANDARÉ,41
1706,4100301,PR,AGUDOS DO SUL,41
1707,4100202,PR,ADRIANÓPOLIS,41
1708,4100103,PR,ABATIÁ,43
1709,3557303,SP,ESTIVA GERBI,19
1710,3557204,SP,CHAVANTES,14
1711,3557154,SP,ZACARIAS,18
1712,3557105,SP,VOTUPORANGA,17
1713,3557006,SP,VOTORANTIM,15
1714,3556958,SP,VITÓRIA BRASIL,17
1715,3556909,SP,VISTA ALEGRE DO ALTO,16
1716,3556800,SP,VIRADOURO,17
1717,3556701,SP,VINHEDO,19
1718,3556602,SP,VERA CRUZ,14
1719,3556503,SP,VÁRZEA PAULISTA,11
1720,3556453,SP,VARGEM GRANDE PAULISTA,11
1721,3556404,SP,VARGEM GRANDE DO SUL,19
1722,3556354,SP,VARGEM,11
1723,3556305,SP,VALPARAÍSO,18
1724,3556206,SP,VALINHOS,19
1725,3556107,SP,VALENTIM GENTIL,17
1726,3556008,SP,URUPÊS,17
1727,3555901,SP,URU,14
1728,3555802,SP,URÂNIA,17
1729,3555703,SP,UNIÃO PAULISTA,17
1730,3555604,SP,UCHOA,17
1731,3555505,SP,UBIRAJARA,14
1732,3555406,SP,UBATUBA,12
1733,3555356,SP,UBARANA,17
1734,3555307,SP,TURMALINA,17
1735,3555208,SP,TURIÚBA,18
1736,3555109,SP,TUPI PAULISTA,18
1737,3555000,SP,TUPÃ,14
1738,3554953,SP,TUIUTI,11
1739,3554904,SP,TRÊS FRONTEIRAS,17
1740,3554805,SP,TREMEMBÉ,12
1741,3554755,SP,TRABIJU,16
1742,3554706,SP,TORRINHA,14
1743,3554656,SP,TORRE DE PEDRA,15
1744,3554607,SP,TIMBURI,14
1745,3554508,SP,TIETÊ,15
1746,3554409,SP,TERRA ROXA,17
1747,3554300,SP,TEODORO SAMPAIO,18
1748,3554201,SP,TEJUPÁ,14
1749,3554102,SP,TAUBATÉ,12
1750,3554003,SP,TATUÍ,15
1751,3553955,SP,TARUMÃ,18
1752,3553906,SP,TARABAI,18
1753,3553856,SP,TAQUARIVAÍ,15
1754,3553807,SP,TAQUARITUBA,14
1755,3553708,SP,TAQUARITINGA,16
1756,3553658,SP,TAQUARAL,16
1757,3553609,SP,TAPIRATIBA,19
1758,3553500,SP,TAPIRAÍ,15
1759,3553401,SP,TANABI,17
1760,3553302,SP,TAMBAÚ,19
1761,3553203,SP,TAIÚVA,16
1762,3553104,SP,TAIAÇU,16
1763,3553005,SP,TAGUAÍ,14
1764,3552908,SP,TACIBA,18
1765,3552809,SP,TABOÃO DA SERRA,11
1766,3552700,SP,TABATINGA,16
1767,3552601,SP,TABAPUÃ,17
1768,3552551,SP,SUZANÁPOLIS,18
1769,3552502,SP,SUZANO,11
1770,3552403,SP,SUMARÉ,19
1771,3552304,SP,SUD MENNUCCI,18
1772,3552205,SP,SOROCABA,15
1773,3552106,SP,SOCORRO,19
1774,3552007,SP,SILVEIRAS,12
1775,3551900,SP,SEVERÍNIA,17
1776,3551801,SP,SETE BARRAS,13
1777,3551702,SP,SERTÃOZINHO,16
1778,3551603,SP,SERRA NEGRA,19
1779,3551504,SP,SERRANA,16
1780,3551405,SP,SERRA AZUL,16
1781,3551306,SP,SEBASTIANÓPOLIS DO SUL,17
1782,3551207,SP,SARUTAIÁ,14
1783,3551108,SP,SARAPUÍ,15
1784,3551009,SP,SÃO VICENTE,13
1785,3550902,SP,SÃO SIMÃO,16
1786,3550803,SP,SÃO SEBASTIÃO DA GRAMA,19
1787,3550704,SP,SÃO SEBASTIÃO,12
1788,3550605,SP,SÃO ROQUE,11
1789,3550506,SP,SÃO PEDRO DO TURVO,14
1790,3550407,SP,SÃO PEDRO,19
1791,3550308,SP,SÃO PAULO,11
1792,3550209,SP,SÃO MIGUEL ARCANJO,15
1793,3550100,SP,SÃO MANUEL,14
1794,3550001,SP,SÃO LUÍS DO PARAITINGA,12
1795,3549953,SP,SÃO LOURENÇO DA SERRA,11
1796,3549904,SP,SÃO JOSÉ DOS CAMPOS,12
1797,3549805,SP,SÃO JOSÉ DO RIO PRETO,17
1798,3549706,SP,SÃO JOSÉ DO RIO PARDO,19
1799,3549607,SP,SÃO JOSÉ DO BARREIRO,12
1800,3549508,SP,SÃO JOSÉ DA BELA VISTA,16
1801,3549409,SP,SÃO JOAQUIM DA BARRA,16
1802,3549300,SP,SÃO JOÃO DO PAU D'ALHO,18
1803,3549250,SP,SÃO JOÃO DE IRACEMA,17
1804,3549201,SP,SÃO JOÃO DAS DUAS PONTES,17
1805,3549102,SP,SÃO JOÃO DA BOA VISTA,19
1806,3549003,SP,SÃO FRANCISCO,17
1807,3548906,SP,SÃO CARLOS,16
1808,3548807,SP,SÃO CAETANO DO SUL,11
1809,3548708,SP,SÃO BERNARDO DO CAMPO,11
1810,3548609,SP,SÃO BENTO DO SAPUCAÍ,12
1811,3548500,SP,SANTOS,13
1812,3548401,SP,SANTÓPOLIS DO AGUAPEÍ,18
1813,3548302,SP,SANTO EXPEDITO,18
1814,3548203,SP,SANTO ANTÔNIO DO PINHAL,12
1815,3548104,SP,SANTO ANTÔNIO DO JARDIM,19
1816,3548005,SP,SANTO ANTÔNIO DE POSSE,19
1817,3547908,SP,SANTO ANTÔNIO DA ALEGRIA,16
1818,3547809,SP,SANTO ANDRÉ,11
1819,3547700,SP,SANTO ANASTÁCIO,18
1820,3547650,SP,SANTA SALETE,17
1821,3547601,SP,SANTA ROSA DE VITERBO,16
1822,3547502,SP,SANTA RITA DO PASSA QUATRO,19
1823,3547403,SP,SANTA RITA D'OESTE,17
1824,3547304,SP,SANTANA DE PARNAÍBA,11
1825,3547205,SP,SANTANA DA PONTE PENSA,17
1826,3547106,SP,SANTA MERCEDES,18
1827,3547007,SP,SANTA MARIA DA SERRA,19
1828,3546900,SP,SANTA LÚCIA,16
1829,3546801,SP,SANTA ISABEL,11
1830,3546702,SP,SANTA GERTRUDES,19
1831,3546603,SP,SANTA FÉ DO SUL,17
1832,3546504,SP,SANTA ERNESTINA,16
1833,3546405,SP,SANTA CRUZ DO RIO PARDO,14
1834,3546306,SP,SANTA CRUZ DAS PALMEIRAS,19
1835,3546256,SP,SANTA CRUZ DA ESPERANÇA,16
1836,3546207,SP,SANTA CRUZ DA CONCEIÇÃO,19
1837,3546108,SP,SANTA CLARA D'OESTE,17
1838,3546009,SP,SANTA BRANCA,12
1839,3545803,SP,SANTA BÁRBARA D'OESTE,19
1840,3545704,SP,SANTA ALBERTINA,17
1841,3545605,SP,SANTA ADÉLIA,17
1842,3545506,SP,SANDOVALINA,18
1843,3545407,SP,SALTO GRANDE,14
1844,3545308,SP,SALTO DE PIRAPORA,15
1845,3545209,SP,SALTO,11
1846,3545159,SP,SALTINHO,19
1847,3545100,SP,SALMOURÃO,18
1848,3545001,SP,SALESÓPOLIS,11
1849,3544905,SP,SALES OLIVEIRA,16
1850,3544806,SP,SALES,17
1851,3544707,SP,SAGRES,18
1852,3544608,SP,SABINO,14
1853,3544509,SP,RUBINÉIA,17
1854,3544400,SP,RUBIÁCEA,18
1855,3544301,SP,ROSEIRA,12
1856,3544251,SP,ROSANA,18
1857,3544202,SP,RIOLÂNDIA,17
1858,3544103,SP,RIO GRANDE DA SERRA,11
1859,3544004,SP,RIO DAS PEDRAS,19
1860,3543907,SP,RIO CLARO,19
1861,3543808,SP,RINÓPOLIS,18
1862,3543709,SP,RINCÃO,16
1863,3543600,SP,RIFAINA,16
1864,3543501,SP,RIVERSUL,15
1865,3543402,SP,RIBEIRÃO PRETO,16
1866,3543303,SP,RIBEIRÃO PIRES,11
1867,3543253,SP,RIBEIRÃO GRANDE,15
1868,3543238,SP,RIBEIRÃO DOS ÍNDIOS,18
1869,3543204,SP,RIBEIRÃO DO SUL,14
1870,3543105,SP,RIBEIRÃO CORRENTE,16
1871,3543006,SP,RIBEIRÃO BRANCO,15
1872,3542909,SP,RIBEIRÃO BONITO,16
1873,3542800,SP,RIBEIRA,15
1874,3542701,SP,RESTINGA,16
1875,3542602,SP,REGISTRO,13
1876,3542503,SP,REGINÓPOLIS,14
1877,3542404,SP,REGENTE FEIJÓ,18
1878,3542305,SP,REDENÇÃO DA SERRA,12
1879,3542206,SP,RANCHARIA,18
1880,3542107,SP,RAFARD,19
1881,3542008,SP,QUINTANA,14
1882,3541901,SP,QUELUZ,12
1883,3541802,SP,QUEIROZ,14
1884,3541703,SP,QUATÁ,18
1885,3541653,SP,QUADRA,15
1886,3541604,SP,PROMISSÃO,14
1887,3541505,SP,PRESIDENTE VENCESLAU,18
1888,3541406,SP,PRESIDENTE PRUDENTE,18
1889,3541307,SP,PRESIDENTE EPITÁCIO,18
1890,3541208,SP,PRESIDENTE BERNARDES,18
1891,3541109,SP,PRESIDENTE ALVES,14
1892,3541059,SP,PRATÂNIA,14
1893,3541000,SP,PRAIA GRANDE,13
1894,3540903,SP,PRADÓPOLIS,16
1895,3540853,SP,PRACINHA,18
1896,3540804,SP,POTIRENDABA,17
1897,3540754,SP,POTIM,12
1898,3540705,SP,PORTO FERREIRA,19
1899,3540606,SP,PORTO FELIZ,15
1900,3540507,SP,PORANGABA,15
1901,3540408,SP,POPULINA,17
1902,3540309,SP,PONTES GESTAL,17
1903,3540259,SP,PONTALINDA,17
1904,3540200,SP,PONTAL,16
1905,3540101,SP,PONGAÍ,14
1906,3540002,SP,POMPÉIA,14
1907,3539905,SP,POLONI,17
1908,3539806,SP,POÁ,11
1909,3539707,SP,PLATINA,18
1910,3539608,SP,PLANALTO,18
1911,3539509,SP,PITANGUEIRAS,16
1912,3539400,SP,PIRATININGA,14
1913,3539301,SP,PIRASSUNUNGA,19
1914,3539202,SP,PIRAPOZINHO,18
1915,3539103,SP,PIRAPORA DO BOM JESUS,11
1916,3539004,SP,PIRANGI,17
1917,3538907,SP,PIRAJUÍ,14
1918,3538808,SP,PIRAJU,14
1919,3538709,SP,PIRACICABA,19
1920,3538600,SP,PIRACAIA,11
1921,3538501,SP,PIQUETE,12
1922,3538303,SP,PIQUEROBI,18
1923,3538204,SP,PINHALZINHO,11
1924,3538105,SP,PINDORAMA,17
1925,3538006,SP,PINDAMONHANGABA,12
1926,3537909,SP,PILAR DO SUL,15
1927,3537800,SP,PIEDADE,15
1928,3537701,SP,PIACATU,18
1929,3537602,SP,PERUÍBE,13
1930,3537503,SP,PEREIRAS,14
1931,3537404,SP,PEREIRA BARRETO,18
1932,3537305,SP,PENÁPOLIS,18
1933,3537206,SP,PEDRO DE TOLEDO,13
1934,3537156,SP,PEDRINHAS PAULISTA,18
1935,3537107,SP,PEDREIRA,19
1936,3537008,SP,PEDREGULHO,16
1937,3536901,SP,PEDRANÓPOLIS,17
1938,3536802,SP,PEDRA BELA,11
1939,3536703,SP,PEDERNEIRAS,14
1940,3536604,SP,PAULO DE FARIA,17
1941,3536570,SP,PAULISTÂNIA,14
1942,3536505,SP,PAULÍNIA,19
1943,3536406,SP,PAULICÉIA,18
1944,3536307,SP,PATROCÍNIO PAULISTA,16
1945,3536257,SP,PARISI,17
1946,3536208,SP,PARIQUERA-AÇU,13
1947,3536109,SP,PARDINHO,14
1948,3536000,SP,PARAPUÃ,18
1949,3535903,SP,PARANAPUÃ,17
1950,3535804,SP,PARANAPANEMA,14
1951,3535705,SP,PARAÍSO,17
1952,3535606,SP,PARAIBUNA,12
1953,3535507,SP,PARAGUAÇU PAULISTA,18
1954,3535408,SP,PANORAMA,18
1955,3535309,SP,PALMITAL,18
1956,3535200,SP,PALMEIRA D'OESTE,17
1957,3535101,SP,PALMARES PAULISTA,17
1958,3535002,SP,PALESTINA,17
1959,3534906,SP,PACAEMBU,18
1960,3534807,SP,OURO VERDE,18
1961,3534757,SP,OUROESTE,17
1962,3534708,SP,OURINHOS,14
1963,3534609,SP,OSVALDO CRUZ,18
1964,3534500,SP,OSCAR BRESSANE,14
1965,3534401,SP,OSASCO,11
1966,3534302,SP,ORLÂNDIA,16
1967,3534203,SP,ORINDIÚVA,17
1968,3534104,SP,ORIENTE,14
1969,3534005,SP,ONDA VERDE,17
1970,3533908,SP,OLÍMPIA,17
1971,3533809,SP,ÓLEO,14
1972,3533700,SP,OCAUÇU,14
1973,3533601,SP,NUPORANGA,16
1974,3533502,SP,NOVO HORIZONTE,17
1975,3533403,SP,NOVA ODESSA,19
1976,3533304,SP,NOVA LUZITÂNIA,17
1977,3533254,SP,NOVAIS,17
1978,3533205,SP,NOVA INDEPENDÊNCIA,18
1979,3533106,SP,NOVA GUATAPORANGA,18
1980,3533007,SP,NOVA GRANADA,17
1981,3532900,SP,NOVA EUROPA,16
1982,3532868,SP,NOVA CASTILHO,17
1983,3532843,SP,NOVA CANAÃ PAULISTA,17
1984,3532827,SP,NOVA CAMPINA,15
1985,3532801,SP,NOVA ALIANÇA,17
1986,3532702,SP,NIPOÃ,17
1987,3532603,SP,NHANDEARA,17
1988,3532504,SP,NEVES PAULISTA,17
1989,3532405,SP,NAZARÉ PAULISTA,11
1990,3532306,SP,NATIVIDADE DA SERRA,12
1991,3532207,SP,NARANDIBA,18
1992,3532157,SP,NANTES,18
1993,3532108,SP,MURUTINGA DO SUL,18
1994,3532058,SP,MOTUCA,16
1995,3532009,SP,MORUNGABA,11
1996,3531902,SP,MORRO AGUDO,16
1997,3531803,SP,MONTE MOR,19
1998,3531704,SP,MONTEIRO LOBATO,12
1999,3531605,SP,MONTE CASTELO,18
2000,3531506,SP,MONTE AZUL PAULISTA,17
2001,3531407,SP,MONTE APRAZÍVEL,17
2002,3531308,SP,MONTE ALTO,16
2003,3531209,SP,MONTE ALEGRE DO SUL,19
2004,3531100,SP,MONGAGUÁ,13
2005,3531001,SP,MONÇÕES,17
2006,3530904,SP,MOMBUCA,19
2007,3530607,SP,MOGI DAS CRUZES,11
2008,3530508,SP,MOCOCA,19
2009,3530409,SP,MIRASSOLÂNDIA,17
2010,3530300,SP,MIRASSOL,17
2011,3530201,SP,MIRANTE DO PARANAPANEMA,18
2012,3530102,SP,MIRANDÓPOLIS,18
2013,3530003,SP,MIRA ESTRELA,17
2014,3529906,SP,MIRACATU,13
2015,3529807,SP,MINEIROS DO TIETÊ,14
2016,3529708,SP,MIGUELÓPOLIS,16
2017,3529658,SP,MESÓPOLIS,17
2018,3529609,SP,MERIDIANO,17
2019,3529500,SP,MENDONÇA,17
2020,3529401,SP,MAUÁ,11
2021,3529302,SP,MATÃO,16
2022,3529203,SP,MARTINÓPOLIS,18
2023,3529104,SP,MARINÓPOLIS,17
2024,3529005,SP,MARÍLIA,14
2025,3528908,SP,MARIÁPOLIS,18
2026,3528858,SP,MARAPOAMA,17
2027,3528809,SP,MARACAÍ,18
2028,3528700,SP,MARABÁ PAULISTA,18
2029,3528601,SP,MANDURI,14
2030,3528502,SP,MAIRIPORÃ,11
2031,3528403,SP,MAIRINQUE,11
2032,3528304,SP,MAGDA,17
2033,3528205,SP,MACEDÔNIA,17
2034,3528106,SP,MACAUBAL,17
2035,3528007,SP,MACATUBA,14
2036,3527900,SP,LUTÉCIA,18
2037,3527801,SP,LUPÉRCIO,14
2038,3527702,SP,LUIZIÂNIA,18
2039,3527603,SP,LUÍS ANTÔNIO,16
2040,3527504,SP,LUCIANÓPOLIS,14
2041,3527405,SP,LUCÉLIA,18
2042,3527306,SP,LOUVEIRA,19
2043,3527256,SP,LOURDES,18
2044,3527207,SP,LORENA,12
2045,3527108,SP,LINS,14
2046,3527009,SP,LINDÓIA,19
2047,3526902,SP,LIMEIRA,19
2048,3526803,SP,LENÇÓIS PAULISTA,14
2049,3526704,SP,LEME,19
2050,3526605,SP,LAVRINHAS,12
2051,3526506,SP,LAVÍNIA,18
2052,3526407,SP,LARANJAL PAULISTA,15
2053,3526308,SP,LAGOINHA,12
2054,3526209,SP,JUQUITIBA,11
2055,3526100,SP,JUQUIÁ,13
2056,3526001,SP,JUNQUEIRÓPOLIS,18
2057,3525904,SP,JUNDIAÍ,11
2058,3525854,SP,JUMIRIM,15
2059,3525805,SP,JÚLIO MESQUITA,14
2060,3525706,SP,JOSÉ BONIFÁCIO,17
2061,3525607,SP,JOÃO RAMALHO,18
2062,3525508,SP,JOANÓPOLIS,11
2063,3525409,SP,JERIQUARA,16
2064,3525300,SP,JAÚ,14
2065,3525201,SP,JARINU,11
2066,3525102,SP,JARDINÓPOLIS,16
2067,3525003,SP,JANDIRA,11
2068,3524907,SP,JAMBEIRO,12
2069,3524808,SP,JALES,17
2070,3524709,SP,JAGUARIÚNA,19
2071,3524600,SP,JACUPIRANGA,13
2072,3524501,SP,JACI,17
2073,3524402,SP,JACAREÍ,12
2074,3524303,SP,JABOTICABAL,16
2075,3524204,SP,JABORANDI,17
2076,3524105,SP,ITUVERAVA,16
2077,3524006,SP,ITUPEVA,11
2078,3523909,SP,ITU,11
2079,3523800,SP,ITOBI,19
2080,3523701,SP,ITIRAPUÃ,16
2081,3523602,SP,ITIRAPINA,19
2082,3523503,SP,ITATINGA,14
2083,3523404,SP,ITATIBA,11
2084,3523305,SP,ITARIRI,13
2085,3523206,SP,ITARARÉ,15
2086,3523107,SP,ITAQUAQUECETUBA,11
2087,3523008,SP,ITAPURA,18
2088,3522901,SP,ITAPUÍ,14
2089,3522802,SP,ITAPORANGA,15
2090,3522703,SP,ITÁPOLIS,16
2091,3522653,SP,ITAPIRAPUÃ PAULISTA,15
2092,3522604,SP,ITAPIRA,19
2093,3522505,SP,ITAPEVI,11
2094,3522406,SP,ITAPEVA,15
2095,3522307,SP,ITAPETININGA,15
2096,3522208,SP,ITAPECERICA DA SERRA,11
2097,3522158,SP,ITAÓCA,15
2098,3522109,SP,ITANHAÉM,13
2099,3522000,SP,ITAJU,14
2100,3521903,SP,ITAJOBI,17
2101,3521804,SP,ITAÍ,14
2102,3521705,SP,ITABERÁ,15
2103,3521606,SP,IRAPURU,18
2104,3521507,SP,IRAPUÃ,17
2105,3521408,SP,IRACEMÁPOLIS,19
2106,3521309,SP,IPUÃ,16
2107,3521200,SP,IPORANGA,15
2108,3521150,SP,IPIGUÁ,17
2109,3521101,SP,IPEÚNA,19
2110,3521002,SP,IPERÓ,15
2111,3520806,SP,INÚBIA PAULISTA,18
2112,3520707,SP,INDIAPORÃ,17
2113,3520608,SP,INDIANA,18
2114,3520509,SP,INDAIATUBA,19
2115,3520442,SP,ILHA SOLTEIRA,18
2116,3520426,SP,ILHA COMPRIDA,13
2117,3520400,SP,ILHABELA,12
2118,3520301,SP,IGUAPE,13
2119,3520202,SP,IGARATÁ,11
2120,3520103,SP,IGARAPAVA,16
2121,3520004,SP,IGARAÇU DO TIETÊ,14
2122,3519907,SP,IEPÊ,18
2123,3519808,SP,ICÉM,17
2124,3519709,SP,IBIÚNA,15
2125,3519600,SP,IBITINGA,16
2126,3519501,SP,IBIRAREMA,14
2127,3519402,SP,IBIRÁ,17
2128,3519303,SP,IBATÉ,16
2129,3519253,SP,IARAS,14
2130,3519204,SP,IACRI,14
2131,3519105,SP,IACANGA,14
2132,3519071,SP,HORTOLÂNDIA,19
2133,3519055,SP,HOLAMBRA,19
2134,3519006,SP,HERCULÂNDIA,14
2135,3518909,SP,GUZOLÂNDIA,17
2136,3518859,SP,GUATAPARÁ,16
2137,3518800,SP,GUARULHOS,11
2138,3518701,SP,GUARUJÁ,13
2139,3518602,SP,GUARIBA,16
2140,3518503,SP,GUAREÍ,15
2141,3518404,SP,GUARATINGUETÁ,12
2142,3518305,SP,GUARAREMA,11
2143,3518206,SP,GUARARAPES,18
2144,3518107,SP,GUARANTÃ,14
2145,3518008,SP,GUARANI D'OESTE,17
2146,3517901,SP,GUARACI,17
2147,3517802,SP,GUARAÇAÍ,18
2148,3517703,SP,GUARÁ,16
2149,3517604,SP,GUAPIARA,15
2150,3517505,SP,GUAPIAÇU,17
2151,3517406,SP,GUAÍRA,17
2152,3517307,SP,GUAIMBÊ,14
2153,3517208,SP,GUAIÇARA,14
2154,3517109,SP,GLICÉRIO,18
2155,3517000,SP,GETULINA,14
2156,3516903,SP,GENERAL SALGADO,17
2157,3516853,SP,GAVIÃO PEIXOTO,16
2158,3516804,SP,GASTÃO VIDIGAL,17
2159,3516705,SP,GARÇA,14
2160,3516606,SP,GÁLIA,14
2161,3516507,SP,GABRIEL MONTEIRO,18
2162,3516408,SP,FRANCO DA ROCHA,11
2163,3516309,SP,FRANCISCO MORATO,11
2164,3516200,SP,FRANCA,16
2165,3516101,SP,FLORÍNIA,18
2166,3516002,SP,FLÓRIDA PAULISTA,18
2167,3515905,SP,FLOREAL,17
2168,3515806,SP,FLORA RICA,18
2169,3515707,SP,FERRAZ DE VASCONCELOS,11
2170,3515657,SP,FERNÃO,14
2171,3515608,SP,FERNANDO PRESTES,16
2172,3515509,SP,FERNANDÓPOLIS,17
2173,3515400,SP,FARTURA,14
2174,3515350,SP,EUCLIDES DA CUNHA PAULISTA,18
2175,3515301,SP,ESTRELA DO NORTE,18
2176,3515202,SP,ESTRELA D'OESTE,17
2177,3515194,SP,ESPÍRITO SANTO DO TURVO,14
2178,3515186,SP,ESPÍRITO SANTO DO PINHAL,19
2179,3515152,SP,ENGENHEIRO COELHO,19
2180,3515129,SP,EMILIANÓPOLIS,18
2181,3515103,SP,EMBU-GUAÇU,11
2182,3514957,SP,EMBAÚBA,17
2183,3514924,SP,ELISIÁRIO,17
2184,3514908,SP,ELIAS FAUSTO,19
2185,3514809,SP,ELDORADO,13
2186,3514700,SP,ECHAPORÃ,18
2187,3514601,SP,DUMONT,16
2188,3514502,SP,DUARTINA,14
2189,3514403,SP,DRACENA,18
2190,3514304,SP,DOURADO,16
2191,3514205,SP,DOLCINÓPOLIS,17
2192,3514106,SP,DOIS CÓRREGOS,14
2193,3514007,SP,DOBRADA,16
2194,3513900,SP,DIVINOLÂNDIA,19
2195,3513850,SP,DIRCE REIS,17
2196,3513801,SP,DIADEMA,11
2197,3513702,SP,DESCALVADO,19
2198,3513603,SP,CUNHA,12
2199,3513504,SP,CUBATÃO,13
2200,3513405,SP,CRUZEIRO,12
2201,3513306,SP,CRUZÁLIA,18
2202,3513207,SP,CRISTAIS PAULISTA,16
2203,3513108,SP,CRAVINHOS,16
2204,3513009,SP,COTIA,11
2205,3512902,SP,COSMORAMA,17
2206,3512803,SP,COSMÓPOLIS,19
2207,3512704,SP,CORUMBATAÍ,19
2208,3512605,SP,CORONEL MACEDO,14
2209,3512506,SP,COROADOS,18
2210,3512407,SP,CORDEIRÓPOLIS,19
2211,3512308,SP,CONCHAS,14
2212,3512209,SP,CONCHAL,19
2213,3512100,SP,COLÔMBIA,17
2214,3512001,SP,COLINA,17
2215,3511904,SP,CLEMENTINA,18
2216,3511706,SP,CHARQUEADA,19
2217,3511607,SP,CESÁRIO LANGE,15
2218,3511508,SP,CERQUILHO,15
2219,3511409,SP,CERQUEIRA CÉSAR,14
2220,3511300,SP,CEDRAL,17
2221,3511201,SP,CATIGUÁ,17
2222,3511102,SP,CATANDUVA,17
2223,3511003,SP,CASTILHO,18
2224,3510906,SP,CÁSSIA DOS COQUEIROS,16
2225,3510807,SP,CASA BRANCA,19
2226,3510708,SP,CARDOSO,17
2227,3510609,SP,CARAPICUÍBA,11
2228,3510500,SP,CARAGUATATUBA,12
2229,3510401,SP,CAPIVARI,19
2230,3510302,SP,CAPELA DO ALTO,15
2231,3510203,SP,CAPÃO BONITO,15
2232,3510153,SP,CANITAR,14
2233,3510104,SP,CÂNDIDO RODRIGUES,16
2234,3510005,SP,CÂNDIDO MOTA,18
2235,3509957,SP,CANAS,12
